County,CropTypes,Year,STATEFP,COUNTYFP,GEOID,ALAND,AWATER,Count
Duval,Potatoes,2010,12,31,12031,1975200913,403608266,3231
Duval,Tomatoes,2010,12,31,12031,1975200913,403608266,6
Escambia,Blueberries,2010,12,33,12033,1701552902,563919214,4
Escambia,Corn,2010,1,53,1053,2448115116,20504948,1
Escambia,Corn,2010,12,33,12033,1701552902,563919214,11362
Flagler,Citrus,2010,12,35,12035,1256519820,221918896,2
Flagler,Corn,2010,12,35,12035,1256519820,221918896,4
Flagler,Potatoes,2010,12,35,12035,1256519820,221918896,15274
Franklin,Corn,2010,12,37,12037,1411908392,1275539662,221
Gadsden,Corn,2010,12,39,12039,1337233845,31646697,8607
Geneva,Corn,2010,1,61,1061,1487897665,11578163,1
Gilchrist,Corn,2010,12,41,12041,905705573,14362143,14399
Gilchrist,Potatoes,2010,12,41,12041,905705573,14362143,48
Gilchrist,Tomatoes,2010,12,41,12041,905705573,14362143,136
Glades,Citrus,2010,12,43,12043,2089001842,466834350,5475
Glades,Oranges,2010,12,43,12043,2089001842,466834350,79802
Glades,Sugarcane,2010,12,43,12043,2089001842,466834350,142303
Glades,Tomatoes,2010,12,43,12043,2089001842,466834350,63
Hamilton,Corn,2010,12,47,12047,1330689567,13659798,14760
Hamilton,Potatoes,2010,12,47,12047,1330689567,13659798,329
Hamilton,Tomatoes,2010,12,47,12047,1330689567,13659798,15
Hardee,Citrus,2010,12,49,12049,1651311553,1457910,1751
Hardee,Oranges,2010,12,49,12049,1651311553,1457910,415231
Hardee,Tomatoes,2010,12,49,12049,1651311553,1457910,11
Hendry,Citrus,2010,12,51,12051,2994619266,87037213,19216
Hendry,Oranges,2010,12,51,12051,2994619266,87037213,528586
Hendry,Sugarcane,2010,12,51,12051,2994619266,87037213,301382
Hendry,Tomatoes,2010,12,51,12051,2994619266,87037213,275
Hernando,Blueberries,2010,12,53,12053,1224962206,300591492,252
Hernando,Citrus,2010,12,53,12053,1224962206,300591492,392
Hernando,Oranges,2010,12,53,12053,1224962206,300591492,3469
Hernando,Strawberries,2010,12,53,12053,1224962206,300591492,28
Highlands,Citrus,2010,12,55,12055,2635685460,230708988,6546
Highlands,Oranges,2010,12,55,12055,2635685460,230708988,513751
Highlands,Sugarcane,2010,12,55,12055,2635685460,230708988,123
Highlands,Tomatoes,2010,12,55,12055,2635685460,230708988,91
Hillsborough,Blueberries,2010,12,57,12057,2646772012,631505816,48
Hillsborough,Citrus,2010,12,57,12057,2646772012,631505816,2435
Hillsborough,Oranges,2010,12,57,12057,2646772012,631505816,102863
Hillsborough,Strawberries,2010,12,57,12057,2646772012,631505816,7283
Hillsborough,Tomatoes,2010,12,57,12057,2646772012,631505816,1
Holmes,Corn,2010,12,59,12059,1240232912,26393538,4401
Houston,Corn,2010,1,69,1069,1501819549,4718092,1
Indian River,Citrus,2010,12,61,12061,1302203837,295578902,160735
Indian River,Oranges,2010,12,61,12061,1302203837,295578902,170724
Indian River,Sugarcane,2010,12,61,12061,1302203837,295578902,4385
Jackson,Corn,2010,12,63,12063,2378066187,94242663,12059
Jefferson,Corn,2010,12,65,12065,1549012954,99610823,9606
Lafayette,Corn,2010,12,67,12067,1407256297,11817999,7243
Lafayette,Potatoes,2010,12,67,12067,1407256297,11817999,178
Lake,Blueberries,2010,12,69,12069,2462450874,534024151,396
Lake,Citrus,2010,12,69,12069,2462450874,534024151,14157
Lake,Oranges,2010,12,69,12069,2462450874,534024151,192778
Lake,Potatoes,2010,12,69,12069,2462450874,534024151,54
Lake,Strawberries,2010,12,69,12069,2462450874,534024151,72
Lee,Citrus,2010,12,71,12071,2023963480,1116067200,4233
Lee,Oranges,2010,12,71,12071,2023963480,1116067200,88047
Lee,Tomatoes,2010,12,71,12071,2023963480,1116067200,53
Leon,Corn,2010,12,73,12073,1727237331,90397079,4157
Levy,Citrus,2010,12,75,12075,2896183010,762935040,80
Levy,Corn,2010,12,75,12075,2896183010,762935040,5541
Levy,Potatoes,2010,12,75,12075,2896183010,762935040,21
Levy,Tomatoes,2010,12,75,12075,2896183010,762935040,51
Liberty,Corn,2010,12,77,12077,2164099094,19582444,2491
Madison,Corn,2010,12,79,12079,1804001484,49634046,31877
Madison,Potatoes,2010,12,79,12079,1804001484,49634046,12
Manatee,Blueberries,2010,12,81,12081,1925994820,386168924,35
Manatee,Citrus,2010,12,81,12081,1925994820,386168924,4773
Manatee,Oranges,2010,12,81,12081,1925994820,386168924,184959
Manatee,Potatoes,2010,12,81,12081,1925994820,386168924,1
Manatee,Strawberries,2010,12,81,12081,1925994820,386168924,500
Manatee,Tomatoes,2010,12,81,12081,1925994820,386168924,4
Marion,Blueberries,2010,12,83,12083,4113978836,192297049,85
Marion,Citrus,2010,12,83,12083,4113978836,192297049,3076
Marion,Corn,2010,12,83,12083,4113978836,192297049,683
Marion,Oranges,2010,12,83,12083,4113978836,192297049,9235
Marion,Potatoes,2010,12,83,12083,4113978836,192297049,1320
Marion,Strawberries,2010,12,83,12083,4113978836,192297049,150
Marion,Tomatoes,2010,12,83,12083,4113978836,192297049,10
Martin,Citrus,2010,12,85,12085,1408486860,542095986,24765
Martin,Oranges,2010,12,85,12085,1408486860,542095986,175543
Martin,Sugarcane,2010,12,85,12085,1408486860,542095986,76073
Miami-Dade,Citrus,2010,12,86,12086,4920565755,1376144237,4735
Miami-Dade,Sugarcane,2010,12,86,12086,4920565755,1376144237,51504
Monroe,Citrus,2010,12,87,12087,2546034512,7133349995,1383
Monroe,Sugarcane,2010,12,87,12087,2546034512,7133349995,415
Nassau,Corn,2010,12,89,12089,1680074659,200051074,4110
Nassau,Potatoes,2010,12,89,12089,1680074659,200051074,1005
Nassau,Tomatoes,2010,12,89,12089,1680074659,200051074,5
Okaloosa,Blueberries,2010,12,91,12091,2409272023,393297372,6
Okaloosa,Corn,2010,12,91,12091,2409272023,393297372,1372
Okeechobee,Citrus,2010,12,93,12093,1992107752,317943020,45328
Okeechobee,Oranges,2010,12,93,12093,1992107752,317943020,41188
Okeechobee,Sugarcane,2010,12,93,12093,1992107752,317943020,184
Okeechobee,Tomatoes,2010,12,93,12093,1992107752,317943020,10
Orange,Citrus,2010,12,95,12095,2335820971,262462219,3523
Orange,Oranges,2010,12,95,12095,2335820971,262462219,72978
Osceola,Citrus,2010,12,97,12097,3438372945,462245351,10402
Osceola,Oranges,2010,12,97,12097,3438372945,462245351,79211
Osceola,Sugarcane,2010,12,97,12097,3438372945,462245351,52
Osceola,Tomatoes,2010,12,97,12097,3438372945,462245351,2
Palm Beach,Citrus,2010,12,99,12099,5087468869,1084901519,19302
Palm Beach,Oranges,2010,12,99,12099,5087468869,1084901519,21500
Palm Beach,Sugarcane,2010,12,99,12099,5087468869,1084901519,1868443
Pasco,Blueberries,2010,12,101,12101,1933633890,315641629,69
Pasco,Citrus,2010,12,101,12101,1933633890,315641629,1473
Pasco,Oranges,2010,12,101,12101,1933633890,315641629,33978
Pasco,Strawberries,2010,12,101,12101,1933633890,315641629,45
Pinellas,Citrus,2010,12,103,12103,709079114,865966111,54
Polk,Blueberries,2010,12,105,12105,4655603728,551339930,33
Polk,Citrus,2010,12,105,12105,4655603728,551339930,11653
Polk,Oranges,2010,12,105,12105,4655603728,551339930,694979
Polk,Strawberries,2010,12,105,12105,4655603728,551339930,47
Polk,Tomatoes,2010,12,105,12105,4655603728,551339930,24
Putnam,Citrus,2010,12,107,12107,1885167063,256548276,114
Putnam,Corn,2010,12,107,12107,1885167063,256548276,2043
Putnam,Oranges,2010,12,107,12107,1885167063,256548276,99
Putnam,Potatoes,2010,12,107,12107,1885167063,256548276,25735
Putnam,Tomatoes,2010,12,107,12107,1885167063,256548276,4
Santa Rosa,Blueberries,2010,12,113,12113,2622050628,418020790,16
Santa Rosa,Corn,2010,12,113,12113,2622050628,418020790,3635
Sarasota,Blueberries,2010,12,115,12115,1439998180,438480422,9
Sarasota,Citrus,2010,12,115,12115,1439998180,438480422,3964
Sarasota,Oranges,2010,12,115,12115,1439998180,438480422,12837
Sarasota,Potatoes,2010,12,115,12115,1439998180,438480422,1
Sarasota,Strawberries,2010,12,115,12115,1439998180,438480422,216
Sarasota,Tomatoes,2010,12,115,12115,1439998180,438480422,6
Seminole,Citrus,2010,12,117,12117,801150340,93274757,1185
Seminole,Oranges,2010,12,117,12117,801150340,93274757,12409
St. Johns,Blueberries,2010,12,109,12109,1555456032,572308820,1
St. Johns,Citrus,2010,12,109,12109,1555456032,572308820,1
St. Johns,Corn,2010,12,109,12109,1555456032,572308820,96
St. Johns,Potatoes,2010,12,109,12109,1555456032,572308820,72004
St. Johns,Tomatoes,2010,12,109,12109,1555456032,572308820,2
St. Lucie,Citrus,2010,12,111,12111,1480568023,300932235,157195
St. Lucie,Oranges,2010,12,111,12111,1480568023,300932235,290912
St. Lucie,Sugarcane,2010,12,111,12111,1480568023,300932235,26536
Sumter,Blueberries,2010,12,119,12119,1442966763,58774363,132
Sumter,Citrus,2010,12,119,12119,1442966763,58774363,1191
Sumter,Strawberries,2010,12,119,12119,1442966763,58774363,330
Suwannee,Corn,2010,12,121,12121,1783342112,9593307,20853
Suwannee,Potatoes,2010,12,121,12121,1783342112,9593307,4461
Suwannee,Tomatoes,2010,12,121,12121,1783342112,9593307,19
Taylor,Corn,2010,12,123,12123,2702180425,489194882,3806
Taylor,Potatoes,2010,12,123,12123,2702180425,489194882,27
Union,Corn,2010,12,125,12125,630804540,16049423,1255
Union,Tomatoes,2010,12,125,12125,630804540,16049423,19
Volusia,Citrus,2010,12,127,12127,2852204344,857791723,1753
Volusia,Corn,2010,12,127,12127,2852204344,857791723,9
Volusia,Oranges,2010,12,127,12127,2852204344,857791723,8843
Volusia,Potatoes,2010,12,127,12127,2852204344,857791723,1765
Volusia,Tomatoes,2010,12,127,12127,2852204344,857791723,10
Wakulla,Corn,2010,12,129,12129,1570615733,334902363,2435
Walton,Corn,2010,12,131,12131,2687740188,522795160,1551
Washington,Corn,2010,12,133,12133,1514305977,81008176,5075
Alachua,Blueberries,2011,12,1,12001,2267634813,241567998,49
Alachua,Citrus,2011,12,1,12001,2267634813,241567998,23
Alachua,Corn,2011,12,1,12001,2267634813,241567998,12353
Alachua,Oranges,2011,12,1,12001,2267634813,241567998,39
Alachua,Potatoes,2011,12,1,12001,2267634813,241567998,32
Alachua,Strawberries,2011,12,1,12001,2267634813,241567998,18
Alachua,Watermelons,2011,12,1,12001,2267634813,241567998,86
Baker,Blueberries,2011,12,3,12003,1515738968,9686120,33
Baker,Corn,2011,12,3,12003,1515738968,9686120,1492
Baker,Potatoes,2011,12,3,12003,1515738968,9686120,1
Baker,Strawberries,2011,12,3,12003,1515738968,9686120,1
Baldwin,Corn,2011,1,3,1003,4117621645,1132980868,3
Bay,Corn,2011,12,5,12005,1964743641,711110042,821
Bradford,Blueberries,2011,12,7,12007,761362115,16905201,3
Bradford,Corn,2011,12,7,12007,761362115,16905201,2332
Bradford,Oranges,2011,12,7,12007,761362115,16905201,1
Bradford,Potatoes,2011,12,7,12007,761362115,16905201,8
Bradford,Strawberries,2011,12,7,12007,761362115,16905201,1
Brevard,Citrus,2011,12,9,12009,2628793422,1403880653,6962
Brevard,Corn,2011,12,9,12009,2628793422,1403880653,53
Brevard,Oranges,2011,12,9,12009,2628793422,1403880653,52538
Brevard,Potatoes,2011,12,9,12009,2628793422,1403880653,88
Brevard,Sugarcane,2011,12,9,12009,2628793422,1403880653,72
Broward,Citrus,2011,12,11,12011,3115289087,310801098,258
Broward,Corn,2011,12,11,12011,3115289087,310801098,8
Broward,Oranges,2011,12,11,12011,3115289087,310801098,949
Broward,Sugarcane,2011,12,11,12011,3115289087,310801098,5960
Calhoun,Corn,2011,12,13,12013,1469394565,18070425,1485
Charlotte,Citrus,2011,12,15,12015,1764058559,458736680,2744
Charlotte,Oranges,2011,12,15,12015,1764058559,458736680,109490
Charlotte,Potatoes,2011,12,15,12015,1764058559,458736680,3
Charlotte,Strawberries,2011,12,15,12015,1764058559,458736680,3
Charlotte,Watermelons,2011,12,15,12015,1764058559,458736680,20
Charlton,Corn,2011,13,49,13049,2020415647,5963237,1
Citrus,Blueberries,2011,12,17,12017,1507142302,495547944,3
Citrus,Citrus,2011,12,17,12017,1507142302,495547944,140
Citrus,Corn,2011,12,17,12017,1507142302,495547944,788
Citrus,Oranges,2011,12,17,12017,1507142302,495547944,677
Citrus,Peppers,2011,12,17,12017,1507142302,495547944,13
Citrus,Potatoes,2011,12,17,12017,1507142302,495547944,6
Citrus,Strawberries,2011,12,17,12017,1507142302,495547944,90
Citrus,Watermelons,2011,12,17,12017,1507142302,495547944,1
Clay,Blueberries,2011,12,19,12019,1565946418,100824283,1
Clay,Corn,2011,12,19,12019,1565946418,100824283,925
Clay,Oranges,2011,12,19,12019,1565946418,100824283,11
Clay,Potatoes,2011,12,19,12019,1565946418,100824283,894
Clay,Strawberries,2011,12,19,12019,1565946418,100824283,11
Collier,Citrus,2011,12,21,12021,5172045734,797817705,6890
Collier,Oranges,2011,12,21,12021,5172045734,797817705,253868
Collier,Sugarcane,2011,12,21,12021,5172045734,797817705,600
Collier,Watermelons,2011,12,21,12021,5172045734,797817705,34
Columbia,Blueberries,2011,12,23,12023,2065648366,9755972,2
Columbia,Corn,2011,12,23,12023,2065648366,9755972,6670
Columbia,Oranges,2011,12,23,12023,2065648366,9755972,1
Columbia,Potatoes,2011,12,23,12023,2065648366,9755972,6
Covington,Corn,2011,1,39,1039,2669134207,34226200,1
DeSoto,Citrus,2011,12,27,12027,1649027549,6243548,618
DeSoto,Oranges,2011,12,27,12027,1649027549,6243548,462578
DeSoto,Potatoes,2011,12,27,12027,1649027549,6243548,28
DeSoto,Watermelons,2011,12,27,12027,1649027549,6243548,2
Decatur,Corn,2011,13,87,13087,1546667779,67329698,3
Dixie,Blueberries,2011,12,29,12029,1826222177,410621177,56
Dixie,Citrus,2011,12,29,12029,1826222177,410621177,1
Dixie,Corn,2011,12,29,12029,1826222177,410621177,4044
Dixie,Oranges,2011,12,29,12029,1826222177,410621177,5
Dixie,Potatoes,2011,12,29,12029,1826222177,410621177,1
Dixie,Strawberries,2011,12,29,12029,1826222177,410621177,11
Dixie,Watermelons,2011,12,29,12029,1826222177,410621177,1
Duval,Blueberries,2011,12,31,12031,1975200913,403608266,1
Duval,Corn,2011,12,31,12031,1975200913,403608266,1493
Duval,Oranges,2011,12,31,12031,1975200913,403608266,17
Duval,Peppers,2011,12,31,12031,1975200913,403608266,21
Duval,Potatoes,2011,12,31,12031,1975200913,403608266,1123
Duval,Strawberries,2011,12,31,12031,1975200913,403608266,265
Escambia,Corn,2011,1,53,1053,2448115116,20504948,11
Escambia,Corn,2011,12,33,12033,1701552902,563919214,13973
Flagler,Citrus,2011,12,35,12035,1256519820,221918896,5
Flagler,Corn,2011,12,35,12035,1256519820,221918896,321
Flagler,Oranges,2011,12,35,12035,1256519820,221918896,121
Flagler,Potatoes,2011,12,35,12035,1256519820,221918896,17881
Flagler,Watermelons,2011,12,35,12035,1256519820,221918896,189
Franklin,Corn,2011,12,37,12037,1411908392,1275539662,209
Gadsden,Corn,2011,12,39,12039,1337233845,31646697,10374
Gilchrist,Blueberries,2011,12,41,12041,905705573,14362143,13
Gilchrist,Citrus,2011,12,41,12041,905705573,14362143,17
Gilchrist,Corn,2011,12,41,12041,905705573,14362143,19942
Gilchrist,Oranges,2011,12,41,12041,905705573,14362143,13
Gilchrist,Watermelons,2011,12,41,12041,905705573,14362143,72
Glades,Citrus,2011,12,43,12043,2089001842,466834350,2268
Glades,Corn,2011,12,43,12043,2089001842,466834350,155
Glades,Oranges,2011,12,43,12043,2089001842,466834350,94572
Glades,Potatoes,2011,12,43,12043,2089001842,466834350,14
Glades,Sugarcane,2011,12,43,12043,2089001842,466834350,113019
Glades,Watermelons,2011,12,43,12043,2089001842,466834350,641
Gulf,Corn,2011,12,45,12045,1433401108,494650564,99
Hamilton,Corn,2011,12,47,12047,1330689567,13659798,24764
Hamilton,Potatoes,2011,12,47,12047,1330689567,13659798,657
Hamilton,Strawberries,2011,12,47,12047,1330689567,13659798,1
Hamilton,Watermelons,2011,12,47,12047,1330689567,13659798,169
Hardee,Citrus,2011,12,49,12049,1651311553,1457910,1305
Hardee,Oranges,2011,12,49,12049,1651311553,1457910,378192
Hardee,Potatoes,2011,12,49,12049,1651311553,1457910,7
Hardee,Watermelons,2011,12,49,12049,1651311553,1457910,1
Hendry,Citrus,2011,12,51,12051,2994619266,87037213,8784
Hendry,Corn,2011,12,51,12051,2994619266,87037213,55
Hendry,Oranges,2011,12,51,12051,2994619266,87037213,612579
Hendry,Potatoes,2011,12,51,12051,2994619266,87037213,90
Hendry,Sugarcane,2011,12,51,12051,2994619266,87037213,265780
Hendry,Watermelons,2011,12,51,12051,2994619266,87037213,6418
Hernando,Blueberries,2011,12,53,12053,1224962206,300591492,89
Hernando,Citrus,2011,12,53,12053,1224962206,300591492,376
Hernando,Corn,2011,12,53,12053,1224962206,300591492,416
Hernando,Oranges,2011,12,53,12053,1224962206,300591492,12488
Hernando,Potatoes,2011,12,53,12053,1224962206,300591492,1
Hernando,Strawberries,2011,12,53,12053,1224962206,300591492,17
Highlands,Citrus,2011,12,55,12055,2635685460,230708988,4224
Highlands,Corn,2011,12,55,12055,2635685460,230708988,78
Highlands,Oranges,2011,12,55,12055,2635685460,230708988,511237
Highlands,Potatoes,2011,12,55,12055,2635685460,230708988,145
Highlands,Sugarcane,2011,12,55,12055,2635685460,230708988,29
Highlands,Watermelons,2011,12,55,12055,2635685460,230708988,245
Hillsborough,Blueberries,2011,12,57,12057,2646772012,631505816,4
Hillsborough,Citrus,2011,12,57,12057,2646772012,631505816,3703
Hillsborough,Corn,2011,12,57,12057,2646772012,631505816,136
Hillsborough,Oranges,2011,12,57,12057,2646772012,631505816,146767
Hillsborough,Peppers,2011,12,57,12057,2646772012,631505816,112
Hillsborough,Potatoes,2011,12,57,12057,2646772012,631505816,113
Hillsborough,Strawberries,2011,12,57,12057,2646772012,631505816,6924
Hillsborough,Tomatoes,2011,12,57,12057,2646772012,631505816,1113
Hillsborough,Watermelons,2011,12,57,12057,2646772012,631505816,34
Holmes,Corn,2011,12,59,12059,1240232912,26393538,7035
Indian River,Citrus,2011,12,61,12061,1302203837,295578902,143210
Indian River,Corn,2011,12,61,12061,1302203837,295578902,120
Indian River,Oranges,2011,12,61,12061,1302203837,295578902,215823
Indian River,Sugarcane,2011,12,61,12061,1302203837,295578902,1141
Jackson,Corn,2011,12,63,12063,2378066187,94242663,10850
Jackson,Watermelons,2011,12,63,12063,2378066187,94242663,1
Jefferson,Corn,2011,12,65,12065,1549012954,99610823,17447
Jefferson,Watermelons,2011,12,65,12065,1549012954,99610823,3
Lafayette,Corn,2011,12,67,12067,1407256297,11817999,13199
Lafayette,Oranges,2011,12,67,12067,1407256297,11817999,1
Lafayette,Potatoes,2011,12,67,12067,1407256297,11817999,223
Lafayette,Watermelons,2011,12,67,12067,1407256297,11817999,111
Lake,Blueberries,2011,12,69,12069,2462450874,534024151,5
Lake,Citrus,2011,12,69,12069,2462450874,534024151,7403
Lake,Corn,2011,12,69,12069,2462450874,534024151,15
Lake,Oranges,2011,12,69,12069,2462450874,534024151,193407
Lake,Peppers,2011,12,69,12069,2462450874,534024151,11
Lake,Potatoes,2011,12,69,12069,2462450874,534024151,631
Lake,Strawberries,2011,12,69,12069,2462450874,534024151,33
Lake,Watermelons,2011,12,69,12069,2462450874,534024151,83
Lee,Citrus,2011,12,71,12071,2023963480,1116067200,2048
Lee,Oranges,2011,12,71,12071,2023963480,1116067200,86070
Lee,Watermelons,2011,12,71,12071,2023963480,1116067200,31
Leon,Corn,2011,12,73,12073,1727237331,90397079,6230
Leon,Potatoes,2011,12,73,12073,1727237331,90397079,1
Levy,Blueberries,2011,12,75,12075,2896183010,762935040,1
Levy,Citrus,2011,12,75,12075,2896183010,762935040,41
Levy,Corn,2011,12,75,12075,2896183010,762935040,5589
Levy,Oranges,2011,12,75,12075,2896183010,762935040,95
Levy,Strawberries,2011,12,75,12075,2896183010,762935040,4
Levy,Watermelons,2011,12,75,12075,2896183010,762935040,89
Liberty,Corn,2011,12,77,12077,2164099094,19582444,810
Lowndes,Corn,2011,13,185,13185,1287636223,34747915,1
Madison,Corn,2011,12,79,12079,1804001484,49634046,44888
Madison,Potatoes,2011,12,79,12079,1804001484,49634046,164
Madison,Strawberries,2011,12,79,12079,1804001484,49634046,2
Madison,Watermelons,2011,12,79,12079,1804001484,49634046,238
Manatee,Citrus,2011,12,81,12081,1925994820,386168924,3670
Manatee,Corn,2011,12,81,12081,1925994820,386168924,20
Manatee,Oranges,2011,12,81,12081,1925994820,386168924,204530
Manatee,Peppers,2011,12,81,12081,1925994820,386168924,2
Manatee,Potatoes,2011,12,81,12081,1925994820,386168924,93
Manatee,Strawberries,2011,12,81,12081,1925994820,386168924,1161
Manatee,Tomatoes,2011,12,81,12081,1925994820,386168924,181
Manatee,Watermelons,2011,12,81,12081,1925994820,386168924,45
Marion,Blueberries,2011,12,83,12083,4113978836,192297049,11
Marion,Citrus,2011,12,83,12083,4113978836,192297049,1153
Marion,Corn,2011,12,83,12083,4113978836,192297049,1095
Marion,Oranges,2011,12,83,12083,4113978836,192297049,15408
Marion,Peppers,2011,12,83,12083,4113978836,192297049,18
Marion,Potatoes,2011,12,83,12083,4113978836,192297049,786
Marion,Strawberries,2011,12,83,12083,4113978836,192297049,36
Marion,Tomatoes,2011,12,83,12083,4113978836,192297049,3
Marion,Watermelons,2011,12,83,12083,4113978836,192297049,3
Martin,Citrus,2011,12,85,12085,1408486860,542095986,7522
Martin,Oranges,2011,12,85,12085,1408486860,542095986,206339
Martin,Potatoes,2011,12,85,12085,1408486860,542095986,240
Martin,Sugarcane,2011,12,85,12085,1408486860,542095986,23572
Miami-Dade,Citrus,2011,12,86,12086,4920565755,1376144237,509
Miami-Dade,Corn,2011,12,86,12086,4920565755,1376144237,71
Miami-Dade,Oranges,2011,12,86,12086,4920565755,1376144237,1557
Miami-Dade,Sugarcane,2011,12,86,12086,4920565755,1376144237,17195
Monroe,Citrus,2011,12,87,12087,2546034512,7133349995,45
Monroe,Oranges,2011,12,87,12087,2546034512,7133349995,307
Monroe,Sugarcane,2011,12,87,12087,2546034512,7133349995,35
Nassau,Blueberries,2011,12,89,12089,1680074659,200051074,3
Nassau,Corn,2011,12,89,12089,1680074659,200051074,5040
Nassau,Oranges,2011,12,89,12089,1680074659,200051074,1
Nassau,Potatoes,2011,12,89,12089,1680074659,200051074,208
Nassau,Strawberries,2011,12,89,12089,1680074659,200051074,7
Okaloosa,Corn,2011,12,91,12091,2409272023,393297372,4023
Okeechobee,Citrus,2011,12,93,12093,1992107752,317943020,16293
Okeechobee,Corn,2011,12,93,12093,1992107752,317943020,1123
Okeechobee,Oranges,2011,12,93,12093,1992107752,317943020,64975
Okeechobee,Potatoes,2011,12,93,12093,1992107752,317943020,67
Okeechobee,Sugarcane,2011,12,93,12093,1992107752,317943020,85
Okeechobee,Watermelons,2011,12,93,12093,1992107752,317943020,1
Orange,Citrus,2011,12,95,12095,2335820971,262462219,1555
Orange,Corn,2011,12,95,12095,2335820971,262462219,1
Orange,Oranges,2011,12,95,12095,2335820971,262462219,71308
Orange,Potatoes,2011,12,95,12095,2335820971,262462219,655
Orange,Watermelons,2011,12,95,12095,2335820971,262462219,6
Osceola,Citrus,2011,12,97,12097,3438372945,462245351,4832
Osceola,Corn,2011,12,97,12097,3438372945,462245351,58
Osceola,Oranges,2011,12,97,12097,3438372945,462245351,85850
Osceola,Potatoes,2011,12,97,12097,3438372945,462245351,5337
Osceola,Sugarcane,2011,12,97,12097,3438372945,462245351,3
Osceola,Watermelons,2011,12,97,12097,3438372945,462245351,1
Palm Beach,Citrus,2011,12,99,12099,5087468869,1084901519,8749
Palm Beach,Corn,2011,12,99,12099,5087468869,1084901519,37
Palm Beach,Oranges,2011,12,99,12099,5087468869,1084901519,28676
Palm Beach,Potatoes,2011,12,99,12099,5087468869,1084901519,2
Palm Beach,Sugarcane,2011,12,99,12099,5087468869,1084901519,1675037
Pasco,Blueberries,2011,12,101,12101,1933633890,315641629,31
Pasco,Citrus,2011,12,101,12101,1933633890,315641629,1053
Pasco,Corn,2011,12,101,12101,1933633890,315641629,174
Pasco,Oranges,2011,12,101,12101,1933633890,315641629,69836
Pasco,Peppers,2011,12,101,12101,1933633890,315641629,34
Pasco,Potatoes,2011,12,101,12101,1933633890,315641629,16
Pasco,Strawberries,2011,12,101,12101,1933633890,315641629,43
Pasco,Tomatoes,2011,12,101,12101,1933633890,315641629,6
Pasco,Watermelons,2011,12,101,12101,1933633890,315641629,1
Pinellas,Citrus,2011,12,103,12103,709079114,865966111,10
Pinellas,Corn,2011,12,103,12103,709079114,865966111,19
